,"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
498,10455.0,"$25,000 - $49,999",5250,2140,740,2310,480
499,10455.0,"$50,000 - $74,999",1950,720,400,790,200
500,10455.0,"$75,000 -  $99,999",600,190,170,230,60
501,10455.0,"$100,000 - $199,999",320,90,140,110,50
502,10455.0,"$200,000+",20,** ,** ,0,** 
503,,,,,,,
504,10456.0,total,"40,930","20,310","4,610","15,510","4,350"
505,10456.0,"< $25,000",23760,13710,1770,8020,2460
506,10456.0,"$25,000 - $49,999",11500,4650,1560,5130,1120
507,10456.0,"$50,000 - $74,999",3890,1420,720,1690,470
508,10456.0,"$75,000 -  $99,999",1130,360,300,450,180
509,10456.0,"$100,000 - $199,999",630,170,260,220,120
510,10456.0,"$200,000+",20,** ,** ,** ,** 
511,,,,,,,
512,10457.0,total,"33,210","16,580","3,870","12,360","3,820"
513,10457.0,"< $25,000",19410,11160,1520,6540,2230
514,10457.0,"$25,000 - $49,999",9120,3790,1250,3960,920
515,10457.0,"$50,000 - $74,999",3090,1160,580,1300,410
516,10457.0,"$75,000 -  $99,999",950,290,260,370,140
517,10457.0,"$100,000 - $199,999",600,180,260,190,120
518,10457.0,"$200,000+",40,** ,** ,** ,** 
519,,,,,,,
520,10458.0,total,"34,640","17,740","4,990","11,500","3,940"
521,10458.0,"< $25,000",19210,11340,1870,5830,2170
522,10458.0,"$25,000 - $49,999",9550,4110,1570,3730,900
523,10458.0,"$50,000 - $74,999",3750,1570,760,1350,500
524,10458.0,"$75,000 -  $99,999",1220,440,410,360,200
525,10458.0,"$100,000 - $199,999",870,280,360,230,170
526,10458.0,"$200,000+",40,** ,20,** ,** 
527,,,,,,,
528,10459.0,total,"21,610","10,790","2,530","8,020","2,390"
529,10459.0,"< $25,000",11790,7000,880,3780,1290
530,10459.0,"$25,000 - $49,999",6360,2650,800,2820,610
531,10459.0,"$50,000 - $74,999",2250,810,430,970,300
532,10459.0,"$75,000 -  $99,999",720,210,200,300,110
533,10459.0,"$100,000 - $199,999",490,120,220,150,80
534,10459.0,"$200,000+",** ,** ,** ,** ,** 
535,,,,,,,
536,10460.0,total,"25,850","12,680","2,930","9,880","2,790"
537,10460.0,"< $25,000",14270,8220,1120,4810,1490
538,10460.0,"$25,000 - $49,999",7450,3020,870,3420,710
539,10460.0,"$50,000 - $74,999",2590,980,440,1110,330
540,10460.0,"$75,000 -  $99,999",900,290,240,350,140
541,10460.0,"$100,000 - $199,999",600,170,240,190,120
542,10460.0,"$200,000+",40,** ,20,** ,** 
543,,,,,,,
544,10461.0,total,"24,470","12,370","6,110","5,430","4,710"
545,10461.0,"< $25,000",8470,5440,1350,1570,1670
546,10461.0,"$25,000 - $49,999",6270,3210,1200,1720,990
547,10461.0,"$50,000 - $74,999",4160,1960,920,1140,810
548,10461.0,"$75,000 -  $99,999",2400,970,790,550,520
549,10461.0,"$100,000 - $199,999",2780,720,1560,430,620
550,10461.0,"$200,000+",390,70,290,20,100
551,,,,,,,
552,10462.0,total,"40,060","19,870","8,410","10,930","6,850"
553,10462.0,"< $25,000",15620,9410,2570,3420,2520
554,10462.0,"$25,000 - $49,999",11150,5150,2080,3650,1690
555,10462.0,"$50,000 - $74,999",7250,3280,1450,2310,1340
556,10462.0,"$75,000 -  $99,999",3170,1230,910,940,660
557,10462.0,"$100,000 - $199,999",2670,760,1260,610,570
558,10462.0,"$200,000+",200,40,140,** ,70
559,,,,,,,
560,10463.0,total,"34,270","18,110","7,600","7,670","8,710"
561,10463.0,"< $25,000",12040,8070,1180,2620,2740
562,10463.0,"$25,000 - $49,999",7570,3990,1120,2290,1500
563,10463.0,"$50,000 - $74,999",5140,2670,920,1340,1230
564,10463.0,"$75,000 -  $99,999",3280,1550,840,740,970
565,10463.0,"$100,000 - $199,999",4640,1560,2300,610,1620
566,10463.0,"$200,000+",1600,270,1240,70,650
567,,,,,,,
568,10464.0,total,"2,180","1,180",650,280,770
569,10464.0,"< $25,000",540,410,50,60,170
570,10464.0,"$25,000 - $49,999",400,270,50,70,110
571,10464.0,"$50,000 - $74,999",360,230,60,60,130
572,10464.0,"$75,000 -  $99,999",270,130,80,40,110
573,10464.0,"$100,000 - $199,999",430,120,260,50,170
574,10464.0,"$200,000+",180,20,150,** ,80
575,,,,,,,
576,10465.0,total,"19,810","9,970","4,870","4,580","4,530"
577,10465.0,"< $25,000",5990,4120,590,1210,1360
578,10465.0,"$25,000 - $49,999",4420,2410,640,1310,910
579,10465.0,"$50,000 - $74,999",3330,1680,640,920,760
580,10465.0,"$75,000 -  $99,999",2230,890,690,560,580
581,10465.0,"$100,000 - $199,999",3230,790,1830,540,760
582,10465.0,"$200,000+",610,80,480,40,160
583,,,,,,,
584,10466.0,total,"33,180","16,110","4,520","11,650","6,020"
585,10466.0,"< $25,000",14190,8810,960,4160,2230
586,10466.0,"$25,000 - $49,999",9820,4270,1090,4160,1640
587,10466.0,"$50,000 - $74,999",4550,1750,790,1830,940
588,10466.0,"$75,000 -  $99,999",2290,730,620,850,560
589,10466.0,"$100,000 - $199,999",2170,530,950,620,590
590,10466.0,"$200,000+",160,20,110,30,60
591,,,,,,,
592,10467.0,total,"45,440","22,590","7,320","14,800","6,490"
593,10467.0,"< $25,000",21500,12750,2340,6190,2800
594,10467.0,"$25,000 - $49,999",13320,5840,2140,5090,1740
595,10467.0,"$50,000 - $74,999",6210,2560,1220,2270,1000
596,10467.0,"$75,000 -  $99,999",2380,870,710,750,460
597,10467.0,"$100,000 - $199,999",1920,540,850,500,440
598,10467.0,"$200,000+",110,30,60,** ,50
599,,,,,,,
600,10468.0,total,"36,190","18,800","5,050","11,840","5,020"
601,10468.0,"< $25,000",19660,11890,1870,5700,2590
602,10468.0,"$25,000 - $49,999",9920,4340,1530,3910,1150
603,10468.0,"$50,000 - $74,999",4070,1680,770,1520,700
604,10468.0,"$75,000 -  $99,999",1450,560,400,460,300
605,10468.0,"$100,000 - $199,999",1020,310,440,250,250
606,10468.0,"$200,000+",70,20,40,** ,30
607,,,,,,,
608,10469.0,total,"32,780","15,790","5,760","10,400","6,310"
609,10469.0,"< $25,000",12760,8130,1130,3320,2230
610,10469.0,"$25,000 - $49,999",8900,3980,1170,3490,1500
611,10469.0,"$50,000 - $74,999",5120,2070,900,1950,1020
612,10469.0,"$75,000 -  $99,999",2660,860,810,900,660
613,10469.0,"$100,000 - $199,999",2960,690,1470,710,770
614,10469.0,"$200,000+",380,60,280,30,130
615,,,,,,,
616,10470.0,total,"7,770","4,240","1,640","1,740","1,660"
617,10470.0,"< $25,000",2780,1870,270,610,580
618,10470.0,"$25,000 - $49,999",1910,1040,280,540,390
619,10470.0,"$50,000 - $74,999",1280,700,230,310,260
620,10470.0,"$75,000 -  $99,999",700,310,230,150,190
621,10470.0,"$100,000 - $199,999",920,280,490,130,200
622,10470.0,"$200,000+",180,40,140,** ,40
623,,,,,,,
624,10471.0,total,"10,010","5,340","3,020","1,340","3,450"
625,10471.0,"< $25,000",2280,1780,220,220,710
626,10471.0,"$25,000 - $49,999",1560,990,210,310,460
627,10471.0,"$50,000 - $74,999",1600,970,250,310,510
628,10471.0,"$75,000 -  $99,999",1290,690,320,220,420
629,10471.0,"$100,000 - $199,999",2150,750,1100,240,860
630,10471.0,"$200,000+",1130,160,920,40,490
631,,,,,,,
632,10472.0,total,"28,960","14,310","5,310","8,970","3,800"
633,10472.0,"< $25,000",15480,9040,2030,4250,1990
634,10472.0,"$25,000 - $49,999",8220,3480,1600,3040,930
635,10472.0,"$50,000 - $74,999",3210,1200,810,1140,460
636,10472.0,"$75,000 -  $99,999",1150,350,420,350,210
637,10472.0,"$100,000 - $199,999",840,240,420,190,190
638,10472.0,"$200,000+",60,** ,30,** ,20
639,,,,,,,
640,10473.0,total,"28,490","14,360","3,590","10,020","5,000"
641,10473.0,"< $25,000",12350,7690,870,3650,1980
642,10473.0,"$25,000 - $49,999",8100,3760,820,3370,1280
643,10473.0,"$50,000 - $74,999",4120,1740,580,1670,820
644,10473.0,"$75,000 -  $99,999",1980,670,450,800,440
645,10473.0,"$100,000 - $199,999",1800,470,780,530,440
646,10473.0,"$200,000+",140,30,90,** ,40
647,,,,,,,
648,10474.0,total,"5,030","2,510",560,"1,910",470
649,10474.0,"< $25,000",2730,1580,190,930,230
650,10474.0,"$25,000 - $49,999",1500,630,190,660,140
651,10474.0,"$50,000 - $74,999",540,210,100,230,60
652,10474.0,"$75,000 -  $99,999",180,60,40,90,40
653,10474.0,"$100,000 - $199,999",80,30,40,** ,** 
654,10474.0,"$200,000+",** ,** ,** ,** ,** 
655,,,,,,,
656,10475.0,total,"23,050","12,930","3,050","6,410","7,300"
657,10475.0,"< $25,000",7200,5400,470,1210,2470
658,10475.0,"$25,000 - $49,999",6430,3560,530,2140,1900
659,10475.0,"$50,000 - $74,999",4750,2300,590,1660,1480
660,10475.0,"$75,000 -  $99,999",2510,1020,570,840,800
661,10475.0,"$100,000 - $199,999",2040,620,820,560,610
662,10475.0,"$200,000+",120,30,70,** ,40
663,,,,,,,
664,10501.0,total,670,310,320,40,170
665,10501.0,"< $25,000",180,150,20,20,30
666,10501.0,"$25,000 - $49,999",80,60,** ,** ,** 
667,10501.0,"$50,000 - $74,999",70,50,20,20,30
668,10501.0,"$75,000 -  $99,999",50,20,20,** ,20
669,10501.0,"$100,000 - $199,999",140,30,110,** ,60
670,10501.0,"$200,000+",150,** ,150,** ,30
671,,,,,,,
672,10502.0,total,"2,870","1,140","1,440",230,900
673,10502.0,"< $25,000",610,520,40,30,110
674,10502.0,"$25,000 - $49,999",300,180,60,40,90
675,10502.0,"$50,000 - $74,999",260,160,60,40,100
676,10502.0,"$75,000 -  $99,999",210,90,80,40,90
677,10502.0,"$100,000 - $199,999",660,140,450,50,280
678,10502.0,"$200,000+",830,50,750,30,230
679,,,,,,,
680,10504.0,total,"4,200","1,780","2,130",210,"1,200"
681,10504.0,"< $25,000",930,860,40,20,120
682,10504.0,"$25,000 - $49,999",380,290,50,30,100
683,10504.0,"$50,000 - $74,999",310,210,60,40,100
684,10504.0,"$75,000 -  $99,999",230,110,90,20,90
685,10504.0,"$100,000 - $199,999",640,190,390,50,290
686,10504.0,"$200,000+",1710,120,1500,50,500
687,,,,,,,
688,10505.0,total,740,340,310,60,200
689,10505.0,"< $25,000",230,190,** ,30,80
690,10505.0,"$25,000 - $49,999",130,80,60,** ,30
691,10505.0,"$50,000 - $74,999",60,30,** ,30,30
692,10505.0,"$75,000 -  $99,999",50,20,20,** ,** 
693,10505.0,"$100,000 - $199,999",130,20,100,** ,60
694,10505.0,"$200,000+",140,** ,130,** ,** 
695,,,,,,,
696,10506.0,total,"2,780","1,180","1,450",120,790
697,10506.0,"< $25,000",670,620,30,20,80
698,10506.0,"$25,000 - $49,999",260,190,60,** ,70
699,10506.0,"$50,000 - $74,999",180,110,50,30,50
700,10506.0,"$75,000 -  $99,999",140,70,60,** ,50
701,10506.0,"$100,000 - $199,999",460,110,320,30,190
702,10506.0,"$200,000+",1070,80,930,40,350
703,,,,,,,
704,10507.0,total,"2,690","1,330",980,320,720
705,10507.0,"< $25,000",820,590,120,110,170
706,10507.0,"$25,000 - $49,999",510,290,120,90,100
707,10507.0,"$50,000 - $74,999",330,170,90,50,100
708,10507.0,"$75,000 -  $99,999",210,100,70,30,70
709,10507.0,"$100,000 - $199,999",440,130,270,40,140
710,10507.0,"$200,000+",380,50,310,** ,140
711,,,,,,,
712,10509.0,total,"10,030","4,860","3,890","1,040","2,700"
713,10509.0,"< $25,000",2920,2330,260,300,530
714,10509.0,"$25,000 - $49,999",1750,1070,370,250,390
715,10509.0,"$50,000 - $74,999",1270,670,390,170,440
716,10509.0,"$75,000 -  $99,999",1000,360,470,120,390
717,10509.0,"$100,000 - $199,999",2150,370,1550,180,690
718,10509.0,"$200,000+",940,60,850,20,260
719,,,,,,,
720,10510.0,total,"4,820","2,020","2,440",270,"1,590"
721,10510.0,"< $25,000",990,900,50,30,190
722,10510.0,"$25,000 - $49,999",460,350,50,40,120
723,10510.0,"$50,000 - $74,999",400,250,90,50,130
724,10510.0,"$75,000 -  $99,999",310,140,120,40,130
725,10510.0,"$100,000 - $199,999",990,250,650,70,430
726,10510.0,"$200,000+",1670,130,1480,40,590
727,,,,,,,
728,10511.0,total,"1,170",530,460,130,300
729,10511.0,"< $25,000",320,250,30,30,60
730,10511.0,"$25,000 - $49,999",210,120,40,40,40
731,10511.0,"$50,000 - $74,999",170,80,50,30,50
732,10511.0,"$75,000 -  $99,999",130,40,70,30,50
733,10511.0,"$100,000 - $199,999",250,40,190,** ,100
734,10511.0,"$200,000+",90,** ,80,** ,** 
735,,,,,,,
736,10512.0,total,"12,600","6,030","5,030","1,230","3,590"
737,10512.0,"< $25,000",3250,2610,320,270,730
738,10512.0,"$25,000 - $49,999",2250,1410,440,310,560
739,10512.0,"$50,000 - $74,999",1780,950,530,230,550
740,10512.0,"$75,000 -  $99,999",1380,480,680,170,490
741,10512.0,"$100,000 - $199,999",2930,500,2160,210,950
742,10512.0,"$200,000+",1010,80,900,40,310
743,,,,,,,
744,10514.0,total,"5,420","2,020","3,080",220,"1,430"
745,10514.0,"< $25,000",1180,1100,40,30,110
746,10514.0,"$25,000 - $49,999",340,260,40,30,80
747,10514.0,"$50,000 - $74,999",310,200,70,30,90
748,10514.0,"$75,000 -  $99,999",260,140,90,20,110
749,10514.0,"$100,000 - $199,999",820,200,530,50,360
750,10514.0,"$200,000+",2510,120,2310,60,680
751,,,,,,,
752,10516.0,total,"2,730","1,260","1,220",190,970
753,10516.0,"< $25,000",640,530,60,40,170
754,10516.0,"$25,000 - $49,999",420,260,100,40,140
755,10516.0,"$50,000 - $74,999",340,180,120,30,140
756,10516.0,"$75,000 -  $99,999",280,120,130,30,140
757,10516.0,"$100,000 - $199,999",650,120,470,50,240
758,10516.0,"$200,000+",400,50,340,** ,140
759,,,,,,,
760,10518.0,total,750,370,320,40,230
761,10518.0,"< $25,000",180,160,** ,** ,20
762,10518.0,"$25,000 - $49,999",90,70,40,20,30
763,10518.0,"$50,000 - $74,999",70,40,** ,** ,20
764,10518.0,"$75,000 -  $99,999",60,30,30,** ,30
765,10518.0,"$100,000 - $199,999",160,70,80,20,60
766,10518.0,"$200,000+",190,** ,170,** ,70
767,,,,,,,
768,10520.0,total,"6,440","3,010","2,770",540,"2,240"
769,10520.0,"< $25,000",1510,1260,130,100,420
770,10520.0,"$25,000 - $49,999",900,590,160,120,320
771,10520.0,"$50,000 - $74,999",770,470,170,110,300
772,10520.0,"$75,000 -  $99,999",610,280,240,80,260
773,10520.0,"$100,000 - $199,999",1390,310,950,90,540
774,10520.0,"$200,000+",1260,100,1120,40,400
775,,,,,,,
776,10522.0,total,"5,390","2,480","2,230",530,"1,410"
777,10522.0,"< $25,000",1140,950,100,60,210
778,10522.0,"$25,000 - $49,999",740,490,110,110,160
779,10522.0,"$50,000 - $74,999",700,400,160,120,190
780,10522.0,"$75,000 -  $99,999",530,240,180,90,150
781,10522.0,"$100,000 - $199,999",1170,290,720,120,400
782,10522.0,"$200,000+",1110,110,960,30,300
783,,,,,,,
784,10523.0,total,"4,880","2,370","1,440",890,"1,000"
785,10523.0,"< $25,000",1420,1010,130,240,220
786,10523.0,"$25,000 - $49,999",1060,540,200,280,180
787,10523.0,"$50,000 - $74,999",710,340,190,150,170
788,10523.0,"$75,000 -  $99,999",520,210,190,90,130
789,10523.0,"$100,000 - $199,999",880,230,500,110,230
790,10523.0,"$200,000+",290,40,230,20,70
791,,,,,,,
792,10524.0,total,"2,080",950,920,160,680
793,10524.0,"< $25,000",480,420,40,30,120
794,10524.0,"$25,000 - $49,999",300,190,50,50,80
795,10524.0,"$50,000 - $74,999",250,130,80,40,70
796,10524.0,"$75,000 -  $99,999",200,70,100,** ,80
797,10524.0,"$100,000 - $199,999",510,100,360,40,200
798,10524.0,"$200,000+",340,40,290,** ,130
799,,,,,,,
800,10526.0,total,"1,000",470,420,70,290
801,10526.0,"< $25,000",240,200,20,** ,50
802,10526.0,"$25,000 - $49,999",140,90,40,30,20
803,10526.0,"$50,000 - $74,999",110,80,** ,20,30
804,10526.0,"$75,000 -  $99,999",90,30,40,** ,40
805,10526.0,"$100,000 - $199,999",200,50,130,20,80
806,10526.0,"$200,000+",220,20,190,** ,70
807,,,,,,,
808,10527.0,total,460,160,260,0,120
809,10527.0,"< $25,000",100,90,** ,0,** 
810,10527.0,"$25,000 - $49,999",50,30,** ,0,** 
811,10527.0,"$50,000 - $74,999",40,20,50,0,50
812,10527.0,"$75,000 -  $99,999",40,20,** ,0,** 
813,10527.0,"$100,000 - $199,999",110,** ,90,0,40
814,10527.0,"$200,000+",120,** ,120,0,30
815,,,,,,,
816,10528.0,total,"5,970","2,880","2,410",510,"1,600"
817,10528.0,"< $25,000",1490,1210,140,110,330
818,10528.0,"$25,000 - $49,999",940,610,180,130,230
819,10528.0,"$50,000 - $74,999",730,440,170,90,200
820,10528.0,"$75,000 -  $99,999",590,260,240,60,190
821,10528.0,"$100,000 - $199,999",1020,250,650,80,270
822,10528.0,"$200,000+",1200,110,1030,40,380
823,,,,,,,
824,10530.0,total,"7,220","3,890","2,610",510,"2,740"
825,10530.0,"< $25,000",1360,1120,130,80,430
826,10530.0,"$25,000 - $49,999",960,670,160,100,340
827,10530.0,"$50,000 - $74,999",1080,730,190,110,410
828,10530.0,"$75,000 -  $99,999",860,520,230,70,370
829,10530.0,"$100,000 - $199,999",1820,680,970,120,780
830,10530.0,"$200,000+",1140,170,930,30,410
831,,,,,,,
832,10532.0,total,"2,590","1,170","1,200",180,760
833,10532.0,"< $25,000",560,470,50,30,120
834,10532.0,"$25,000 - $49,999",370,260,80,30,100
835,10532.0,"$50,000 - $74,999",360,210,100,40,120
836,10532.0,"$75,000 -  $99,999",250,100,110,30,100
837,10532.0,"$100,000 - $199,999",670,110,510,50,230
838,10532.0,"$200,000+",380,20,350,** ,90
839,,,,,,,
840,10533.0,total,"3,750","1,680","1,760",250,"1,090"
841,10533.0,"< $25,000",780,700,50,30,140
842,10533.0,"$25,000 - $49,999",380,280,60,30,110
843,10533.0,"$50,000 - $74,999",380,240,90,40,130
844,10533.0,"$75,000 -  $99,999",320,180,90,40,120
845,10533.0,"$100,000 - $199,999",720,200,420,70,280
846,10533.0,"$200,000+",1170,80,1050,40,310
847,,,,,,,
848,10535.0,total,400,190,120,70,90
849,10535.0,"< $25,000",110,70,** ,20,40
850,10535.0,"$25,000 - $49,999",100,60,40,30,** 
851,10535.0,"$50,000 - $74,999",60,30,30,** ,30
852,10535.0,"$75,000 -  $99,999",40,30,** ,20,** 
853,10535.0,"$100,000 - $199,999",70,** ,50,** ,20
854,10535.0,"$200,000+",20,** ,** ,** ,** 
855,,,,,,,
856,10536.0,total,"5,120","2,230","2,500",280,"1,490"
857,10536.0,"< $25,000",1210,1090,60,40,190
858,10536.0,"$25,000 - $49,999",540,390,80,50,130
859,10536.0,"$50,000 - $74,999",430,270,110,40,150
860,10536.0,"$75,000 -  $99,999",320,150,130,30,120
861,10536.0,"$100,000 - $199,999",980,210,670,70,400
862,10536.0,"$200,000+",1640,120,1450,50,500
863,,,,,,,
864,10537.0,total,"1,260",630,430,160,260
865,10537.0,"< $25,000",360,270,30,50,60
866,10537.0,"$25,000 - $49,999",280,170,60,40,60
867,10537.0,"$50,000 - $74,999",170,100,40,30,30
868,10537.0,"$75,000 -  $99,999",160,40,90,20,40
869,10537.0,"$100,000 - $199,999",240,50,170,20,70
870,10537.0,"$200,000+",50,** ,40,** ,** 
871,,,,,,,
872,10538.0,total,"8,150","3,400","4,110",490,"2,280"
873,10538.0,"< $25,000",1640,1480,80,70,250
874,10538.0,"$25,000 - $49,999",720,510,110,90,190
875,10538.0,"$50,000 - $74,999",700,460,120,80,220
876,10538.0,"$75,000 -  $99,999",570,330,160,60,210
877,10538.0,"$100,000 - $199,999",1300,430,740,100,550
878,10538.0,"$200,000+",3220,190,2900,90,860
879,,,,,,,
880,10541.0,total,"12,800","5,920","5,440","1,150","3,230"
881,10541.0,"< $25,000",3360,2750,330,230,590
882,10541.0,"$25,000 - $49,999",2050,1320,410,280,480
883,10541.0,"$50,000 - $74,999",1650,860,480,220,490
884,10541.0,"$75,000 -  $99,999",1340,460,640,180,440
885,10541.0,"$100,000 - $199,999",3170,450,2450,220,900
886,10541.0,"$200,000+",1230,80,1130,20,330
887,,,,,,,
888,10543.0,total,"9,730","4,590","3,860","1,080","2,530"
889,10543.0,"< $25,000",2660,1960,300,350,560
890,10543.0,"$25,000 - $49,999",1520,890,350,250,340
891,10543.0,"$50,000 - $74,999",1200,700,300,160,310
892,10543.0,"$75,000 -  $99,999",850,410,300,120,260
893,10543.0,"$100,000 - $199,999",1780,480,1110,150,610
894,10543.0,"$200,000+",1720,150,1500,50,450
895,,,,,,,
896,10546.0,total,700,280,350,60,200
897,10546.0,"< $25,000",130,110,30,** ,20
898,10546.0,"$25,000 - $49,999",70,40,** ,30,20
899,10546.0,"$50,000 - $74,999",70,40,40,** ,30
900,10546.0,"$75,000 -  $99,999",60,30,** ,** ,20
901,10546.0,"$100,000 - $199,999",170,60,100,30,50
902,10546.0,"$200,000+",200,** ,180,** ,60
903,,,,,,,
904,10547.0,total,"3,710","1,790","1,360",450,900
905,10547.0,"< $25,000",1040,850,70,100,170
906,10547.0,"$25,000 - $49,999",660,390,130,120,150
907,10547.0,"$50,000 - $74,999",480,250,120,80,130
908,10547.0,"$75,000 -  $99,999",390,140,180,50,110
909,10547.0,"$100,000 - $199,999",840,160,590,100,260
910,10547.0,"$200,000+",300,** ,270,** ,80
911,,,,,,,
912,10548.0,total,"1,650",810,640,190,490
913,10548.0,"< $25,000",430,340,40,40,100
914,10548.0,"$25,000 - $49,999",280,180,50,50,60
915,10548.0,"$50,000 - $74,999",230,130,60,40,70
916,10548.0,"$75,000 -  $99,999",180,80,70,30,70
917,10548.0,"$100,000 - $199,999",390,80,290,30,140
918,10548.0,"$200,000+",140,** ,130,** ,50
919,,,,,,,
920,10549.0,total,"8,250","3,950","3,210",940,"2,270"
921,10549.0,"< $25,000",2530,1890,270,350,460
922,10549.0,"$25,000 - $49,999",1420,790,350,260,310
923,10549.0,"$50,000 - $74,999",890,490,230,130,280
924,10549.0,"$75,000 -  $99,999",640,330,230,60,250
925,10549.0,"$100,000 - $199,999",1230,310,790,90,470
926,10549.0,"$200,000+",1540,140,1340,50,500
927,,,,,,,
928,10550.0,total,"19,540","9,400","2,690","6,970","3,210"
929,10550.0,"< $25,000",8260,5100,590,2420,1260
930,10550.0,"$25,000 - $49,999",5940,2510,670,2610,850
931,10550.0,"$50,000 - $74,999",2810,1060,530,1120,530
932,10550.0,"$75,000 -  $99,999",1300,420,360,480,260
933,10550.0,"$100,000 - $199,999",1140,310,480,340,270
934,10550.0,"$200,000+",90,** ,60,** ,40
935,,,,,,,
936,10552.0,total,"11,100","5,840","2,670","2,220","2,950"
937,10552.0,"< $25,000",2900,2110,260,440,750
938,10552.0,"$25,000 - $49,999",2320,1350,290,610,530
939,10552.0,"$50,000 - $74,999",1890,1040,310,460,480
940,10552.0,"$75,000 -  $99,999",1300,610,310,320,370
941,10552.0,"$100,000 - $199,999",1960,620,930,350,600
942,10552.0,"$200,000+",730,110,570,40,220
943,,,,,,,
944,10553.0,total,"5,940","2,870",870,"2,030","1,190"
945,10553.0,"< $25,000",2050,1360,110,550,320
946,10553.0,"$25,000 - $49,999",1620,750,170,670,290
947,10553.0,"$50,000 - $74,999",960,390,130,380,210
948,10553.0,"$75,000 -  $99,999",520,190,110,200,130
949,10553.0,"$100,000 - $199,999",690,180,280,230,210
950,10553.0,"$200,000+",100,** ,70,** ,30
951,,,,,,,
952,10560.0,total,"2,180",970,"1,010",160,690
953,10560.0,"< $25,000",500,420,40,30,100
954,10560.0,"$25,000 - $49,999",310,200,70,40,80
955,10560.0,"$50,000 - $74,999",240,150,50,30,90
956,10560.0,"$75,000 -  $99,999",200,70,100,20,70
957,10560.0,"$100,000 - $199,999",470,90,350,40,180
958,10560.0,"$200,000+",460,40,400,** ,170
959,,,,,,,
960,10562.0,total,"16,080","7,820","5,430","2,480","3,980"
961,10562.0,"< $25,000",4760,3380,500,810,770
962,10562.0,"$25,000 - $49,999",3320,1700,780,770,590
963,10562.0,"$50,000 - $74,999",2180,1130,620,370,580
964,10562.0,"$75,000 -  $99,999",1540,680,570,230,510
965,10562.0,"$100,000 - $199,999",2870,770,1770,270,1000
966,10562.0,"$200,000+",1410,160,1190,30,530
967,,,,,,,
968,10566.0,total,"12,390","6,500","3,290","2,340","2,870"
969,10566.0,"< $25,000",4350,2980,420,890,760
970,10566.0,"$25,000 - $49,999",3030,1580,620,740,550
971,10566.0,"$50,000 - $74,999",1800,880,480,380,490
972,10566.0,"$75,000 -  $99,999",1140,500,450,160,380
