,"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
5222,12491.0,"$200,000+",40,** ,30,0,20
5223,,,,,,,
5224,12492.0,total,110,60,40,0,60
5225,12492.0,"< $25,000",50,40,** ,0,30
5226,12492.0,"$25,000 - $49,999",** ,** ,** ,0,** 
5227,12492.0,"$50,000 - $74,999",30,20,40,0,30
5228,12492.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
5229,12492.0,"$100,000 - $199,999",30,** ,** ,0,** 
5230,12492.0,"$200,000+",** ,** ,** ,0,** 
5231,,,,,,,
5232,12494.0,total,340,190,130,20,150
5233,12494.0,"< $25,000",110,90,30,20,40
5234,12494.0,"$25,000 - $49,999",70,50,** ,** ,30
5235,12494.0,"$50,000 - $74,999",50,20,30,** ,30
5236,12494.0,"$75,000 -  $99,999",40,30,20,** ,20
5237,12494.0,"$100,000 - $199,999",70,** ,50,** ,30
5238,12494.0,"$200,000+",** ,** ,** ,** ,** 
5239,,,,,,,
5240,12495.0,total,130,80,50,0,90
5241,12495.0,"< $25,000",50,40,** ,0,30
5242,12495.0,"$25,000 - $49,999",** ,** ,** ,0,** 
5243,12495.0,"$50,000 - $74,999",40,40,30,0,30
5244,12495.0,"$75,000 -  $99,999",** ,** ,** ,0,** 
5245,12495.0,"$100,000 - $199,999",40,** ,20,0,30
5246,12495.0,"$200,000+",** ,** ,** ,0,** 
5247,,,,,,,
5248,12496.0,total,670,330,250,70,250
5249,12496.0,"< $25,000",260,180,40,40,80
5250,12496.0,"$25,000 - $49,999",120,60,40,30,40
5251,12496.0,"$50,000 - $74,999",100,30,50,** ,40
5252,12496.0,"$75,000 -  $99,999",70,20,40,** ,30
5253,12496.0,"$100,000 - $199,999",80,40,50,** ,60
5254,12496.0,"$200,000+",40,** ,30,0,** 
5255,,,,,,,
5256,12498.0,total,"2,380","1,260",880,170,"1,220"
5257,12498.0,"< $25,000",770,590,80,70,350
5258,12498.0,"$25,000 - $49,999",410,260,100,40,180
5259,12498.0,"$50,000 - $74,999",310,150,120,40,170
5260,12498.0,"$75,000 -  $99,999",220,90,110,** ,130
5261,12498.0,"$100,000 - $199,999",450,110,320,20,270
5262,12498.0,"$200,000+",220,60,150,** ,120
5263,,,,,,,
5264,12501.0,total,"1,020",550,340,110,320
5265,12501.0,"< $25,000",310,240,40,30,80
5266,12501.0,"$25,000 - $49,999",280,180,50,40,70
5267,12501.0,"$50,000 - $74,999",170,70,70,40,60
5268,12501.0,"$75,000 -  $99,999",100,30,50,** ,40
5269,12501.0,"$100,000 - $199,999",120,30,100,** ,70
5270,12501.0,"$200,000+",40,** ,30,0,** 
5271,,,,,,,
5272,12502.0,total,480,230,190,40,180
5273,12502.0,"< $25,000",130,90,** ,** ,40
5274,12502.0,"$25,000 - $49,999",110,70,40,40,40
5275,12502.0,"$50,000 - $74,999",90,40,40,** ,50
5276,12502.0,"$75,000 -  $99,999",40,30,30,** ,** 
5277,12502.0,"$100,000 - $199,999",80,** ,80,** ,50
5278,12502.0,"$200,000+",30,** ,** ,0,** 
5279,,,,,,,
5280,12503.0,total,290,140,100,30,120
5281,12503.0,"< $25,000",90,70,** ,30,30
5282,12503.0,"$25,000 - $49,999",70,50,30,** ,20
5283,12503.0,"$50,000 - $74,999",40,** ,30,** ,30
5284,12503.0,"$75,000 -  $99,999",30,20,** ,0,** 
5285,12503.0,"$100,000 - $199,999",60,** ,40,** ,40
5286,12503.0,"$200,000+",** ,** ,** ,** ,** 
5287,,,,,,,
5288,12508.0,total,"8,830","4,720","2,690","1,170","2,110"
5289,12508.0,"< $25,000",2600,1990,200,360,600
5290,12508.0,"$25,000 - $49,999",2100,1270,350,410,460
5291,12508.0,"$50,000 - $74,999",1410,770,390,190,330
5292,12508.0,"$75,000 -  $99,999",950,360,440,110,260
5293,12508.0,"$100,000 - $199,999",1480,290,1070,100,390
5294,12508.0,"$200,000+",290,40,240,** ,70
5295,,,,,,,
5296,12513.0,total,560,280,220,40,240
5297,12513.0,"< $25,000",150,120,20,** ,60
5298,12513.0,"$25,000 - $49,999",120,70,20,40,40
5299,12513.0,"$50,000 - $74,999",90,50,30,** ,40
5300,12513.0,"$75,000 -  $99,999",70,40,40,** ,30
5301,12513.0,"$100,000 - $199,999",100,** ,80,** ,70
5302,12513.0,"$200,000+",30,** ,30,0,** 
5303,,,,,,,
5304,12514.0,total,"1,350",640,610,80,480
5305,12514.0,"< $25,000",380,310,40,30,90
5306,12514.0,"$25,000 - $49,999",200,130,50,30,60
5307,12514.0,"$50,000 - $74,999",150,70,60,** ,70
5308,12514.0,"$75,000 -  $99,999",180,60,100,20,80
5309,12514.0,"$100,000 - $199,999",330,50,270,** ,130
5310,12514.0,"$200,000+",110,20,90,** ,50
5311,,,,,,,
5312,12515.0,total,840,460,290,80,200
5313,12515.0,"< $25,000",290,230,30,30,70
5314,12515.0,"$25,000 - $49,999",210,140,40,30,40
5315,12515.0,"$50,000 - $74,999",110,50,50,20,30
5316,12515.0,"$75,000 -  $99,999",90,40,60,** ,20
5317,12515.0,"$100,000 - $199,999",120,** ,110,** ,40
5318,12515.0,"$200,000+",20,** ,** ,0,** 
5319,,,,,,,
5320,12516.0,total,760,390,290,70,270
5321,12516.0,"< $25,000",250,190,30,30,80
5322,12516.0,"$25,000 - $49,999",190,110,50,40,60
5323,12516.0,"$50,000 - $74,999",110,50,50,** ,40
5324,12516.0,"$75,000 -  $99,999",80,40,50,** ,30
5325,12516.0,"$100,000 - $199,999",110,** ,110,** ,60
5326,12516.0,"$200,000+",20,** ,** ,0,** 
5327,,,,,,,
5328,12517.0,total,200,100,70,20,60
5329,12517.0,"< $25,000",60,40,20,20,30
5330,12517.0,"$25,000 - $49,999",60,40,** ,** ,** 
5331,12517.0,"$50,000 - $74,999",40,20,20,** ,30
5332,12517.0,"$75,000 -  $99,999",** ,** ,** ,** ,** 
5333,12517.0,"$100,000 - $199,999",40,** ,30,0,** 
5334,12517.0,"$200,000+",** ,** ,** ,** ,** 
5335,,,,,,,
5336,12518.0,total,"3,040","1,520","1,150",310,880
5337,12518.0,"< $25,000",830,680,70,60,200
5338,12518.0,"$25,000 - $49,999",570,380,90,90,150
5339,12518.0,"$50,000 - $74,999",400,220,120,50,120
5340,12518.0,"$75,000 -  $99,999",330,120,150,50,90
5341,12518.0,"$100,000 - $199,999",650,120,480,60,230
5342,12518.0,"$200,000+",260,** ,240,** ,90
5343,,,,,,,
5344,12520.0,total,"1,730",810,700,140,490
5345,12520.0,"< $25,000",410,360,30,20,80
5346,12520.0,"$25,000 - $49,999",300,210,40,40,80
5347,12520.0,"$50,000 - $74,999",230,100,70,30,70
5348,12520.0,"$75,000 -  $99,999",210,80,90,20,70
5349,12520.0,"$100,000 - $199,999",420,60,330,30,140
5350,12520.0,"$200,000+",160,** ,140,** ,50
5351,,,,,,,
5352,12521.0,total,740,340,300,70,240
5353,12521.0,"< $25,000",230,160,40,20,60
5354,12521.0,"$25,000 - $49,999",200,100,50,50,40
5355,12521.0,"$50,000 - $74,999",100,40,50,** ,40
5356,12521.0,"$75,000 -  $99,999",70,20,40,0,30
5357,12521.0,"$100,000 - $199,999",110,20,90,** ,50
5358,12521.0,"$200,000+",30,** ,30,0,20
5359,,,,,,,
5360,12522.0,total,"2,300","1,130",780,290,720
5361,12522.0,"< $25,000",740,510,90,110,210
5362,12522.0,"$25,000 - $49,999",610,350,130,110,180
5363,12522.0,"$50,000 - $74,999",350,170,120,50,120
5364,12522.0,"$75,000 -  $99,999",220,50,140,** ,90
5365,12522.0,"$100,000 - $199,999",320,50,250,20,100
5366,12522.0,"$200,000+",60,** ,50,** ,20
5367,,,,,,,
5368,12523.0,total,840,410,310,100,300
5369,12523.0,"< $25,000",260,180,40,30,90
5370,12523.0,"$25,000 - $49,999",210,110,50,40,60
5371,12523.0,"$50,000 - $74,999",150,60,60,30,60
5372,12523.0,"$75,000 -  $99,999",100,30,70,** ,40
5373,12523.0,"$100,000 - $199,999",120,30,90,** ,50
5374,12523.0,"$200,000+",** ,** ,** ,** ,** 
5375,,,,,,,
5376,12524.0,total,"8,060","4,070","2,940",870,"2,550"
5377,12524.0,"< $25,000",2060,1660,200,180,580
5378,12524.0,"$25,000 - $49,999",1450,930,260,220,450
5379,12524.0,"$50,000 - $74,999",1300,680,380,190,450
5380,12524.0,"$75,000 -  $99,999",1000,380,460,130,360
5381,12524.0,"$100,000 - $199,999",1780,360,1250,150,560
5382,12524.0,"$200,000+",470,60,390,** ,150
5383,,,,,,,
5384,12525.0,total,"1,800",920,660,180,550
5385,12525.0,"< $25,000",530,430,40,50,130
5386,12525.0,"$25,000 - $49,999",380,240,80,50,100
5387,12525.0,"$50,000 - $74,999",260,120,100,30,100
5388,12525.0,"$75,000 -  $99,999",190,70,90,20,70
5389,12525.0,"$100,000 - $199,999",330,60,260,30,110
5390,12525.0,"$200,000+",110,** ,90,** ,40
5391,,,,,,,
5392,12526.0,total,"1,800",890,710,160,580
5393,12526.0,"< $25,000",550,420,70,50,150
5394,12526.0,"$25,000 - $49,999",430,250,100,60,110
5395,12526.0,"$50,000 - $74,999",260,120,110,30,100
5396,12526.0,"$75,000 -  $99,999",200,50,130,20,80
5397,12526.0,"$100,000 - $199,999",280,50,230,** ,100
5398,12526.0,"$200,000+",80,** ,70,** ,40
5399,,,,,,,
5400,12528.0,total,"6,950","3,490","2,500",800,"1,760"
5401,12528.0,"< $25,000",2090,1600,220,230,420
5402,12528.0,"$25,000 - $49,999",1500,930,260,260,320
5403,12528.0,"$50,000 - $74,999",1030,500,340,160,280
5404,12528.0,"$75,000 -  $99,999",790,240,440,90,260
5405,12528.0,"$100,000 - $199,999",1260,200,1000,60,400
5406,12528.0,"$200,000+",280,20,240,** ,80
5407,,,,,,,
5408,12529.0,total,"1,170",570,460,120,420
5409,12529.0,"< $25,000",380,270,50,50,90
5410,12529.0,"$25,000 - $49,999",280,150,90,40,80
5411,12529.0,"$50,000 - $74,999",150,70,70,30,70
5412,12529.0,"$75,000 -  $99,999",120,30,80,** ,60
5413,12529.0,"$100,000 - $199,999",150,30,110,** ,80
5414,12529.0,"$200,000+",90,20,60,** ,40
5415,,,,,,,
5416,12531.0,total,"1,590",780,680,120,420
5417,12531.0,"< $25,000",420,350,40,30,80
5418,12531.0,"$25,000 - $49,999",280,190,60,30,70
5419,12531.0,"$50,000 - $74,999",200,110,70,20,60
5420,12531.0,"$75,000 -  $99,999",180,60,90,40,50
5421,12531.0,"$100,000 - $199,999",370,70,300,** ,110
5422,12531.0,"$200,000+",140,** ,120,** ,50
5423,,,,,,,
5424,12533.0,total,"12,900","5,750","5,790","1,120","3,230"
5425,12533.0,"< $25,000",3340,2830,260,210,520
5426,12533.0,"$25,000 - $49,999",1960,1220,410,290,450
5427,12533.0,"$50,000 - $74,999",1600,760,550,230,480
5428,12533.0,"$75,000 -  $99,999",1390,450,740,140,490
5429,12533.0,"$100,000 - $199,999",3230,410,2570,210,950
5430,12533.0,"$200,000+",1380,80,1260,40,340
5431,,,,,,,
5432,12534.0,total,"7,760","4,180","2,300","1,060","2,270"
5433,12534.0,"< $25,000",2930,2050,350,460,730
5434,12534.0,"$25,000 - $49,999",2120,1230,430,400,510
5435,12534.0,"$50,000 - $74,999",1090,530,400,110,390
5436,12534.0,"$75,000 -  $99,999",660,180,410,50,250
5437,12534.0,"$100,000 - $199,999",730,140,550,40,280
5438,12534.0,"$200,000+",230,50,160,** ,110
5439,,,,,,,
5440,12538.0,total,"6,820","3,530","2,420",740,"2,090"
5441,12538.0,"< $25,000",2070,1610,190,230,470
5442,12538.0,"$25,000 - $49,999",1570,980,290,260,420
5443,12538.0,"$50,000 - $74,999",1020,510,350,140,390
5444,12538.0,"$75,000 -  $99,999",770,230,460,60,300
5445,12538.0,"$100,000 - $199,999",1180,180,950,50,420
5446,12538.0,"$200,000+",210,20,180,** ,90
5447,,,,,,,
5448,12540.0,total,"3,800","1,740","1,730",280,"1,010"
5449,12540.0,"< $25,000",1010,870,90,40,200
5450,12540.0,"$25,000 - $49,999",560,370,110,70,130
5451,12540.0,"$50,000 - $74,999",430,210,150,60,130
5452,12540.0,"$75,000 -  $99,999",400,140,210,50,150
5453,12540.0,"$100,000 - $199,999",960,130,770,60,300
5454,12540.0,"$200,000+",440,20,400,** ,100
5455,,,,,,,
5456,12542.0,total,"3,010","1,480","1,110",360,770
5457,12542.0,"< $25,000",860,660,80,100,180
5458,12542.0,"$25,000 - $49,999",660,400,130,120,160
5459,12542.0,"$50,000 - $74,999",450,220,150,60,140
5460,12542.0,"$75,000 -  $99,999",350,110,200,40,110
5461,12542.0,"$100,000 - $199,999",550,90,430,40,150
5462,12542.0,"$200,000+",140,** ,120,** ,30
5463,,,,,,,
5464,12543.0,total,"1,590",800,500,260,360
5465,12543.0,"< $25,000",490,370,40,70,90
5466,12543.0,"$25,000 - $49,999",420,220,80,100,80
5467,12543.0,"$50,000 - $74,999",280,140,90,50,80
5468,12543.0,"$75,000 -  $99,999",190,50,120,40,60
5469,12543.0,"$100,000 - $199,999",210,20,170,** ,50
5470,12543.0,"$200,000+",** ,** ,** ,** ,** 
5471,,,,,,,
5472,12545.0,total,"2,160","1,100",830,170,770
5473,12545.0,"< $25,000",570,470,50,40,150
5474,12545.0,"$25,000 - $49,999",450,280,90,60,120
5475,12545.0,"$50,000 - $74,999",300,160,100,30,120
5476,12545.0,"$75,000 -  $99,999",220,70,120,20,100
5477,12545.0,"$100,000 - $199,999",400,80,290,20,170
5478,12545.0,"$200,000+",220,40,180,** ,110
5479,,,,,,,
5480,12546.0,total,"1,410",710,500,160,480
5481,12546.0,"< $25,000",470,340,60,60,130
5482,12546.0,"$25,000 - $49,999",350,190,90,70,90
5483,12546.0,"$50,000 - $74,999",210,90,80,30,80
5484,12546.0,"$75,000 -  $99,999",140,40,90,** ,60
5485,12546.0,"$100,000 - $199,999",170,50,130,** ,80
5486,12546.0,"$200,000+",70,** ,50,** ,40
5487,,,,,,,
5488,12547.0,total,"1,550",820,540,150,360
5489,12547.0,"< $25,000",500,410,40,40,80
5490,12547.0,"$25,000 - $49,999",330,210,50,60,70
5491,12547.0,"$50,000 - $74,999",220,110,80,20,60
5492,12547.0,"$75,000 -  $99,999",160,50,80,30,50
5493,12547.0,"$100,000 - $199,999",270,40,220,** ,100
5494,12547.0,"$200,000+",70,** ,70,** ,** 
5495,,,,,,,
5496,12548.0,total,760,370,290,100,190
5497,12548.0,"< $25,000",230,190,** ,30,40
5498,12548.0,"$25,000 - $49,999",160,90,40,40,30
5499,12548.0,"$50,000 - $74,999",110,50,40,30,40
5500,12548.0,"$75,000 -  $99,999",90,40,60,** ,30
5501,12548.0,"$100,000 - $199,999",150,** ,130,** ,50
5502,12548.0,"$200,000+",20,0,20,** ,** 
5503,,,,,,,
5504,12549.0,total,"5,140","2,380","2,060",580,"1,270"
5505,12549.0,"< $25,000",1480,1160,150,150,310
5506,12549.0,"$25,000 - $49,999",920,550,180,160,220
5507,12549.0,"$50,000 - $74,999",740,360,240,110,200
5508,12549.0,"$75,000 -  $99,999",550,180,290,70,170
5509,12549.0,"$100,000 - $199,999",1140,130,920,90,300
5510,12549.0,"$200,000+",310,** ,280,** ,70
5511,,,,,,,
5512,12550.0,total,"26,010","12,300","6,880","6,300","5,060"
5513,12550.0,"< $25,000",10040,6500,770,2670,1420
5514,12550.0,"$25,000 - $49,999",6430,2980,1140,2170,1030
5515,12550.0,"$50,000 - $74,999",3350,1410,1020,790,790
5516,12550.0,"$75,000 -  $99,999",2140,710,990,360,640
5517,12550.0,"$100,000 - $199,999",3300,610,2330,290,940
5518,12550.0,"$200,000+",750,90,630,20,240
5519,,,,,,,
5520,12553.0,total,"13,290","6,510","4,260","2,180","2,980"
5521,12553.0,"< $25,000",4010,3000,370,580,770
5522,12553.0,"$25,000 - $49,999",3060,1680,570,730,620
5523,12553.0,"$50,000 - $74,999",1950,910,560,400,500
5524,12553.0,"$75,000 -  $99,999",1450,480,670,250,370
5525,12553.0,"$100,000 - $199,999",2330,400,1660,220,610
5526,12553.0,"$200,000+",490,40,430,** ,110
5527,,,,,,,
5528,12561.0,total,"7,270","3,940","2,500",660,"2,330"
5529,12561.0,"< $25,000",2310,1900,180,190,480
5530,12561.0,"$25,000 - $49,999",1390,930,230,190,390
5531,12561.0,"$50,000 - $74,999",960,520,270,120,390
5532,12561.0,"$75,000 -  $99,999",760,280,380,80,310
5533,12561.0,"$100,000 - $199,999",1410,250,1070,80,610
5534,12561.0,"$200,000+",440,60,370,** ,150
5535,,,,,,,
5536,12563.0,total,"3,630","1,700","1,520",340,850
5537,12563.0,"< $25,000",1200,820,280,80,190
5538,12563.0,"$25,000 - $49,999",620,360,150,90,150
5539,12563.0,"$50,000 - $74,999",470,240,150,70,130
5540,12563.0,"$75,000 -  $99,999",370,140,180,40,120
5541,12563.0,"$100,000 - $199,999",720,140,540,60,190
5542,12563.0,"$200,000+",250,** ,220,** ,70
5543,,,,,,,
5544,12564.0,total,"3,510","1,710","1,420",330,"1,060"
5545,12564.0,"< $25,000",970,780,90,100,220
5546,12564.0,"$25,000 - $49,999",640,420,130,80,160
5547,12564.0,"$50,000 - $74,999",480,240,180,50,170
5548,12564.0,"$75,000 -  $99,999",380,120,200,40,150
5549,12564.0,"$100,000 - $199,999",760,120,580,60,260
5550,12564.0,"$200,000+",280,30,240,** ,100
5551,,,,,,,
5552,12565.0,total,740,360,250,110,190
5553,12565.0,"< $25,000",280,190,40,50,70
5554,12565.0,"$25,000 - $49,999",210,110,50,60,40
5555,12565.0,"$50,000 - $74,999",120,40,60,** ,50
5556,12565.0,"$75,000 -  $99,999",70,20,50,** ,** 
5557,12565.0,"$100,000 - $199,999",60,** ,50,** ,30
5558,12565.0,"$200,000+",** ,** ,** ,** ,** 
5559,,,,,,,
5560,12566.0,total,"5,120","2,410","2,050",560,"1,230"
5561,12566.0,"< $25,000",1570,1240,170,140,330
5562,12566.0,"$25,000 - $49,999",1080,620,240,190,240
5563,12566.0,"$50,000 - $74,999",740,290,320,110,210
5564,12566.0,"$75,000 -  $99,999",600,160,360,70,180
5565,12566.0,"$100,000 - $199,999",940,100,790,50,230
5566,12566.0,"$200,000+",190,** ,170,** ,40
5567,,,,,,,
5568,12567.0,total,"1,310",640,490,130,470
5569,12567.0,"< $25,000",430,320,50,40,130
5570,12567.0,"$25,000 - $49,999",300,170,70,50,90
5571,12567.0,"$50,000 - $74,999",190,80,80,40,70
5572,12567.0,"$75,000 -  $99,999",140,30,100,** ,60
5573,12567.0,"$100,000 - $199,999",190,40,150,** ,80
5574,12567.0,"$200,000+",60,** ,40,0,40
5575,,,,,,,
5576,12569.0,total,"5,140","2,510","1,990",520,"1,450"
5577,12569.0,"< $25,000",1430,1150,130,130,300
5578,12569.0,"$25,000 - $49,999",1010,620,190,160,290
5579,12569.0,"$50,000 - $74,999",780,400,250,120,230
5580,12569.0,"$75,000 -  $99,999",560,170,310,60,190
5581,12569.0,"$100,000 - $199,999",1050,140,840,50,340
5582,12569.0,"$200,000+",310,30,270,** ,100
5583,,,,,,,
5584,12570.0,total,"3,530","1,590","1,600",280,900
5585,12570.0,"< $25,000",930,780,80,60,170
5586,12570.0,"$25,000 - $49,999",510,350,90,60,130
5587,12570.0,"$50,000 - $74,999",430,220,150,50,140
5588,12570.0,"$75,000 -  $99,999",370,110,190,50,130
5589,12570.0,"$100,000 - $199,999",950,130,780,60,270
5590,12570.0,"$200,000+",340,** ,310,** ,60
5591,,,,,,,
5592,12571.0,total,"4,630","2,230","1,920",390,"1,500"
5593,12571.0,"< $25,000",1360,1100,150,90,330
5594,12571.0,"$25,000 - $49,999",910,560,200,120,270
5595,12571.0,"$50,000 - $74,999",650,290,250,80,250
5596,12571.0,"$75,000 -  $99,999",490,130,300,50,200
5597,12571.0,"$100,000 - $199,999",910,120,750,50,340
5598,12571.0,"$200,000+",310,30,270,** ,110
5599,,,,,,,
5600,12572.0,total,"4,490","2,290","1,790",320,"1,910"
5601,12572.0,"< $25,000",1230,1000,130,90,380
5602,12572.0,"$25,000 - $49,999",820,510,190,90,300
5603,12572.0,"$50,000 - $74,999",620,320,220,60,280
5604,12572.0,"$75,000 -  $99,999",480,190,250,30,270
5605,12572.0,"$100,000 - $199,999",880,200,630,50,450
5606,12572.0,"$200,000+",460,70,370,** ,230
5607,,,,,,,
5608,12575.0,total,"1,180",560,530,110,310
5609,12575.0,"< $25,000",310,270,30,** ,60
5610,12575.0,"$25,000 - $49,999",200,130,50,50,60
5611,12575.0,"$50,000 - $74,999",140,80,40,30,40
5612,12575.0,"$75,000 -  $99,999",110,40,60,** ,40
5613,12575.0,"$100,000 - $199,999",320,40,250,30,80
5614,12575.0,"$200,000+",100,** ,100,** ,30
5615,,,,,,,
5616,12577.0,total,"1,040",450,430,120,240
5617,12577.0,"< $25,000",270,220,20,20,50
5618,12577.0,"$25,000 - $49,999",170,100,30,30,30
5619,12577.0,"$50,000 - $74,999",140,70,40,40,30
5620,12577.0,"$75,000 -  $99,999",130,30,70,** ,40
5621,12577.0,"$100,000 - $199,999",250,30,190,30,60
5622,12577.0,"$200,000+",80,** ,80,0,30
5623,,,,,,,
5624,12578.0,total,"1,190",560,530,100,360
5625,12578.0,"< $25,000",320,260,40,30,70
5626,12578.0,"$25,000 - $49,999",230,140,50,40,60
5627,12578.0,"$50,000 - $74,999",160,60,80,30,50
5628,12578.0,"$75,000 -  $99,999",140,50,80,** ,50
5629,12578.0,"$100,000 - $199,999",250,50,200,** ,90
5630,12578.0,"$200,000+",90,** ,80,** ,40
5631,,,,,,,
5632,12580.0,total,"1,880",920,780,160,640
5633,12580.0,"< $25,000",530,410,60,50,120
5634,12580.0,"$25,000 - $49,999",360,240,70,50,100
5635,12580.0,"$50,000 - $74,999",260,130,100,30,110
5636,12580.0,"$75,000 -  $99,999",230,70,140,30,100
5637,12580.0,"$100,000 - $199,999",380,50,320,** ,150
5638,12580.0,"$200,000+",120,20,90,** ,60
5639,,,,,,,
5640,12581.0,total,"1,020",510,410,80,370
5641,12581.0,"< $25,000",290,230,30,30,80
5642,12581.0,"$25,000 - $49,999",200,120,50,20,50
5643,12581.0,"$50,000 - $74,999",170,70,80,30,70
5644,12581.0,"$75,000 -  $99,999",110,40,70,** ,50
5645,12581.0,"$100,000 - $199,999",190,50,140,** ,80
5646,12581.0,"$200,000+",60,** ,40,0,40
5647,,,,,,,
5648,12582.0,total,"2,290","1,010","1,050",140,600
5649,12582.0,"< $25,000",560,460,50,30,90
5650,12582.0,"$25,000 - $49,999",350,240,70,30,80
5651,12582.0,"$50,000 - $74,999",290,150,100,20,90
5652,12582.0,"$75,000 -  $99,999",270,80,160,20,90
5653,12582.0,"$100,000 - $199,999",620,80,500,40,190
5654,12582.0,"$200,000+",200,** ,170,** ,60
5655,,,,,,,
5656,12583.0,total,"1,040",530,390,90,310
5657,12583.0,"< $25,000",340,260,50,20,80
5658,12583.0,"$25,000 - $49,999",230,140,50,30,50
5659,12583.0,"$50,000 - $74,999",150,60,60,20,50
5660,12583.0,"$75,000 -  $99,999",100,30,50,20,40
5661,12583.0,"$100,000 - $199,999",170,40,140,** ,70
5662,12583.0,"$200,000+",50,** ,40,** ,20
5663,,,,,,,
5664,12585.0,total,430,200,210,30,140
5665,12585.0,"< $25,000",120,100,30,** ,50
5666,12585.0,"$25,000 - $49,999",60,40,** ,30,** 
5667,12585.0,"$50,000 - $74,999",60,30,30,** ,30
5668,12585.0,"$75,000 -  $99,999",40,30,20,** ,** 
5669,12585.0,"$100,000 - $199,999",110,** ,100,** ,60
5670,12585.0,"$200,000+",40,** ,30,** ,** 
5671,,,,,,,
5672,12586.0,total,"6,250","2,960","2,260",900,"1,310"
5673,12586.0,"< $25,000",2010,1500,190,290,320
5674,12586.0,"$25,000 - $49,999",1350,760,270,290,260
5675,12586.0,"$50,000 - $74,999",940,410,340,160,210
5676,12586.0,"$75,000 -  $99,999",640,160,380,80,180
5677,12586.0,"$100,000 - $199,999",1120,130,900,80,300
5678,12586.0,"$200,000+",190,** ,180,** ,40
5679,,,,,,,
5680,12589.0,total,"6,990","3,240","2,750",790,"1,520"
5681,12589.0,"< $25,000",2350,1650,420,250,380
5682,12589.0,"$25,000 - $49,999",1350,790,270,230,270
5683,12589.0,"$50,000 - $74,999",990,430,370,140,270
5684,12589.0,"$75,000 -  $99,999",750,190,430,90,200
5685,12589.0,"$100,000 - $199,999",1280,160,1020,80,330
5686,12589.0,"$200,000+",270,20,240,** ,70
5687,,,,,,,
5688,12590.0,total,"18,870","9,270","7,010","2,150","4,880"
5689,12590.0,"< $25,000",5310,4170,540,530,1000
5690,12590.0,"$25,000 - $49,999",3840,2310,730,680,840
5691,12590.0,"$50,000 - $74,999",2810,1400,870,440,810
5692,12590.0,"$75,000 -  $99,999",2270,780,1170,230,760
5693,12590.0,"$100,000 - $199,999",3730,530,2890,270,1180
5694,12590.0,"$200,000+",910,80,810,** ,290
5695,,,,,,,
5696,12592.0,total,540,270,210,40,210
5697,12592.0,"< $25,000",150,120,30,** ,50
5698,12592.0,"$25,000 - $49,999",150,90,20,40,50
5699,12592.0,"$50,000 - $74,999",100,40,50,** ,40
5700,12592.0,"$75,000 -  $99,999",50,20,40,** ,30
5701,12592.0,"$100,000 - $199,999",90,** ,70,** ,40
5702,12592.0,"$200,000+",** ,** ,** ,** ,** 
5703,,,,,,,
5704,12594.0,total,"1,980",910,770,250,470
5705,12594.0,"< $25,000",580,430,50,80,100
5706,12594.0,"$25,000 - $49,999",490,280,110,80,120
5707,12594.0,"$50,000 - $74,999",320,110,150,50,90
5708,12594.0,"$75,000 -  $99,999",210,50,130,40,60
5709,12594.0,"$100,000 - $199,999",330,40,280,** ,100
5710,12594.0,"$200,000+",50,** ,50,** ,** 
5711,,,,,,,
5712,12601.0,total,"18,450","9,990","4,260","3,820","3,890"
5713,12601.0,"< $25,000",7500,5210,510,1690,1160
5714,12601.0,"$25,000 - $49,999",4890,2700,710,1370,860
5715,12601.0,"$50,000 - $74,999",2340,1090,700,450,620
5716,12601.0,"$75,000 -  $99,999",1430,590,620,170,450
5717,12601.0,"$100,000 - $199,999",1900,340,1400,140,630
5718,12601.0,"$200,000+",390,60,320,** ,170
5719,,,,,,,
5720,12603.0,total,"21,340","10,420","7,900","2,550","5,960"
5721,12603.0,"< $25,000",6070,4780,500,710,1210
5722,12603.0,"$25,000 - $49,999",4220,2520,780,800,1040
5723,12603.0,"$50,000 - $74,999",3100,1550,940,510,980
5724,12603.0,"$75,000 -  $99,999",2450,860,1230,260,840
5725,12603.0,"$100,000 - $199,999",4330,610,3400,250,1470
5726,12603.0,"$200,000+",1170,100,1050,20,420
5727,,,,,,,
5728,12701.0,total,"4,680","2,360","1,100","1,110","1,030"
5729,12701.0,"< $25,000",2100,1290,220,570,320
5730,12701.0,"$25,000 - $49,999",1340,690,240,390,260
5731,12701.0,"$50,000 - $74,999",570,220,210,100,180
5732,12701.0,"$75,000 -  $99,999",300,90,160,30,110
5733,12701.0,"$100,000 - $199,999",300,70,210,20,120
5734,12701.0,"$200,000+",70,** ,60,** ,40
5735,,,,,,,
5736,12719.0,total,440,210,180,40,160
5737,12719.0,"< $25,000",140,100,20,** ,40
5738,12719.0,"$25,000 - $49,999",100,50,30,40,30
5739,12719.0,"$50,000 - $74,999",70,30,40,** ,30
5740,12719.0,"$75,000 -  $99,999",60,30,40,** ,30
5741,12719.0,"$100,000 - $199,999",70,** ,50,** ,30
5742,12719.0,"$200,000+",** ,** ,** ,** ,** 
5743,,,,,,,
5744,12720.0,total,110,60,50,0,50
5745,12720.0,"< $25,000",40,30,** ,0,** 
5746,12720.0,"$25,000 - $49,999",20,30,** ,0,** 
